,Name,Prices,Page,Format,Language,Pub Date,Publisher,Author,Dimensions,Categories
1644,The Middle Kingdoms: A New History of Central Europe,33.48,640,Hardcover,English,"May 02, 2023",Basic Books,Martyn Rady,6.5 X 9.4 X 2.0 inches | 1.9 pounds,Eastern Europe - General   Europe - Germany   Europe - Poland   
1645,The Battle Drum,27.89,560,Hardcover,English,"May 23, 2023",Del Rey Books,Saara El-Arifi,6.38 X 9.52 X 1.75 inches | 1.72 pounds,Fantasy - Epic   Coming of Age   African American - General   
1646,Vladimir,25.11,256,Hardcover,English,"February 01, 2022",Avid Reader Press / Simon & Schuster,Julia May Jonas,6.1 X 9.3 X 1.0 inches | 0.9 pounds,Literary   Family Life - Marriage & Divorce   Feminist   
1647,The Seven Year Slip,15.81,352,Paperback,English,"June 27, 2023",Berkley Romance,Ashley Poston,5.43 X 8.19 X 1.02 inches | 0.74 pounds,Romance - Romantic Comedy   Women   
1648,Ring Shout,18.59,192,Hardcover,English,"October 13, 2020",Tordotcom,P. Djèlí Clark,5.3 X 8.1 X 0.9 inches | 0.55 pounds,Fantasy - Dark Fantasy   Fantasy - Historical   Horror - General   
1649,Boy Parts,17.66,304,Paperback,English,"May 23, 2023",Harper Perennial,Eliza Clark,5.4 X 7.6 X 1.1 inches | 0.5 pounds,Literary   Psychological   Thrillers - Suspense   Humorous - Black Humor   
1650,Sand Talk: How Indigenous Thinking Can Save the World,15.80,256,Paperback,English,"May 18, 2021",HarperOne,Tyson Yunkaporta,5.3 X 7.9 X 0.7 inches | 0.45 pounds,Anthropology - Cultural & Social   Indigenous Studies   Environmental Conservation & Protection - General   Australian & Oceanian   Modern - 20th Century   
1651,Nineteen Claws and a Black Bird: Stories,16.73,176,Paperback,English,"June 20, 2023",Scribner Book Company,Agustina Bazterrica,5.5 X 8.3 X 0.6 inches | 0.4 pounds,Literary   Short Stories (single author)   World Literature - Argentina   
1652,I Didn't Do It,25.06,312,Hardcover,English,"May 23, 2023",Scarlet,Jaime Lynn Hendricks,6.37 X 9.23 X 1.23 inches | 1.45 pounds,Thrillers - Domestic   Thrillers - Suspense   
1653,Black Reconstruction in America 1860-1880,25.00,768,Paperback,English,"December 01, 1999",Free Press,W. E. B. Du Bois,5.5 X 8.2 X 2.1 inches | 1.4 pounds,United States - 19th Century   Social History   Ethnic Studies - African American Studies   
1654,Who Is Wellness For?: An Examination of Wellness Culture and Who It Leaves Behind,25.10,320,Hardcover,English,"June 14, 2022",Harper Wave,Fariha Roisin,5.7 X 8.3 X 1.3 inches | 0.85 pounds,Alternative Therapies   Healing - General   Anthropology - Cultural & Social   Personal Memoirs   
1655,Maddalena and the Dark,26.96,304,Hardcover,English,"June 13, 2023",Flatiron Books,Julia Fine,6.55 X 9.57 X 1.05 inches | 1.04 pounds,"Fairy Tales, Folk Tales, Legends & Mythology   Historical - General   Gothic   World Literature - Europe (General)   "
1656,Sleeping with the Ancestors: How I Followed the Footprints of Slavery,26.97,352,Hardcover,English,"June 06, 2023",Hachette Books,Joseph McGill,7.1 X 10.1 X 1.1 inches | 1.25 pounds,"Cultural, Ethnic & Regional - African American & Black   African American   Slavery   "
1657,True Grit,15.81,240,Paperback,English,"November 05, 2010",Overlook Press,Charles Portis,5.3 X 7.9 X 0.7 inches | 0.5 pounds,Classics   Historical - General   Westerns   Classics   Media Tie-In - General   Westerns - General   Action & Adventure   Literary   Thrillers - Historical   Women   
1658,The Road to Dalton,16.74,250,Paperback,English,"June 06, 2023",Europa Editions,Shannon Bowring,5.25 X 8.2 X 0.65 inches | 0.56 pounds,LGBT - Lesbian   Family Life - Marriage & Divorce   Friendship   Small Town & Rural   World Literature - American - 20th Century   
1659,Going Postal,9.29,480,Mass Market Paperbound,English,"October 28, 2014",Harper,Terry Pratchett,4.1 X 7.4 X 1.2 inches | 0.55 pounds,"Fantasy - Humorous   Humorous - General   European - English, Irish, Scottish, Welsh   "
1660,A Lady's Guide to Fortune-Hunting,15.81,336,Paperback,English,"April 18, 2023",Penguin Books,Sophie Irwin,5.16 X 7.72 X 0.57 inches | 0.49 pounds,Historical - General   Romance - Historical - Regency   Women   Literary   
1661,"Doctors and Distillers: The Remarkable Medicinal History of Beer, Wine, Spirits, and Cocktails",16.74,368,Paperback,English,"July 19, 2022",Penguin Books,Camper English,5.7 X 8.5 X 0.9 inches | 0.7 pounds,Essays & Narratives   History   Beverages - Alcoholic- General   Pain Medicine   
1662,Long Live the Tribe of Fatherless Girls: A Memoir,16.74,336,Paperback,English,"March 03, 2020",Bloomsbury Publishing,T Kira Madden,5.3 X 7.9 X 0.9 inches | 0.75 pounds,"Personal Memoirs   Death, Grief, Bereavement   "
1663,A Natural History of Dragons: A Memoir by Lady Trent,16.73,352,Paperback,English,"February 04, 2014",Tor Books,Marie Brennan,5.4 X 8.1 X 1.0 inches | 0.7 pounds,Fantasy - Dragons & Mythical Creatures   
1664,Notes on Grief,14.88,80,Hardcover,English,"May 11, 2021",Knopf Publishing Group,Chimamanda Ngozi Adichie,5.1 X 7.1 X 0.5 inches | 0.3 pounds,"Cultural, Ethnic & Regional - African American & Black   Personal Memoirs   Death, Grief, Bereavement   "
1665,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",16.74,432,Paperback,English,"June 12, 2012",Anchor Books,Candice Millard,5.1 X 7.9 X 0.9 inches | 0.9 pounds,Presidents & Heads of State   United States - 19th Century   Social History   History   Murder - General   
1666,Nickel and Dimed (20th Anniversary Edition): On (Not) Getting by in America,15.81,256,Paperback,English,"June 01, 2021",Picador USA,Barbara Ehrenreich,5.3 X 8.2 X 0.8 inches | 0.45 pounds,Labor & Industrial Relations   Poverty & Homelessness   Social Classes & Economic Disparity   Economic Conditions   Labor   
1667,Things We Left Behind,17.66,592,Paperback,English,"September 05, 2023",Bloom Books,Lucy Score,0.0 X 0.0 X 0.0 inches | 0.0 pounds,Romance - Contemporary   Romance - Romantic Comedy   Small Town & Rural   
1668,Saint X,15.80,368,Paperback,English,"May 25, 2021",Celadon Books,Alexis Schaitkin,5.4 X 8.2 X 1.0 inches | 0.7 pounds,Literary   Psychological   Women   Action & Adventure   Mystery & Detective - General   Thrillers - Domestic   Coming of Age   Family Life - Siblings   Urban   Crime   City Life   Disaster   Thrillers - Crime   
1669,Walking Practice,25.10,176,Hardcover,English,"March 14, 2023",Harpervia,Dolki Min,5.81 X 8.52 X 0.84 inches | 0.59 pounds,Literary   Thrillers - Psychological   World Literature - Korea   Horror - General   LGBT - Transgender   
1670,Burnt: A Memoir of Fighting Fire,25.11,336,Hardcover,English,"May 23, 2023",Harry N. Abrams,Clare Frank,6.4 X 9.3 X 1.3 inches | 1.15 pounds,Women   Personal Memoirs   
1671,The Fires of Heaven: Book Five of 'The Wheel of Time',10.22,944,Mass Market Paperbound,English,"December 31, 2019",Tor Books,Robert Jordan,4.1 X 7.4 X 1.7 inches | 0.97 pounds,Fantasy - Epic   
1672,The Traitor Baru Cormorant,16.73,400,Paperback,English,"November 29, 2016",Tor Books,Seth Dickinson,6.0 X 9.1 X 1.2 inches | 1.05 pounds,Fantasy - Contemporary   Fantasy - Epic   Fantasy - Military   
1673,Laid and Confused: Why We Tolerate Bad Sex and How to Stop,25.11,256,Hardcover,English,"May 30, 2023",St. Martin's Press,Maria Yagoda,5.65 X 8.52 X 0.92 inches | 0.7 pounds,Personal Memoirs   Sexuality   Human Sexuality (see also Psychology - Human Sexuality)   Human Sexuality (see also Social Science - Human Sexuality)   Sexual Instruction   
1674,The Forbidden Territory of a Terrifying Woman,25.11,288,Hardcover,English,"June 13, 2023",Catapult,Molly Lynch,6.0 X 9.1 X 1.2 inches | 1.27 pounds,Psychological   Thrillers - Domestic   Women   
1675,The Gathering Storm: Book Twelve of the Wheel of Time,10.22,880,Mass Market Paperbound,English,"April 28, 2020",Tor Books,Robert Jordan,4.0 X 7.4 X 1.5 inches | 0.95 pounds,Fantasy - Epic   Fantasy - Action & Adventure   
1676,Love After the End: An Anthology of Two-Spirit and Indigiqueer Speculative Fiction,17.62,224,Paperback,English,"October 20, 2020",Arsenal Pulp Press,Joshua Whitehead,5.9 X 8.9 X 0.6 inches | 0.65 pounds,LGBT - General   Anthologies (multiple authors)   Native American & Aboriginal   Science Fiction - General   
1677,The Kingmaker,16.73,352,Paperback,English,"May 23, 2023",Bloom Books,Kennedy Ryan,5.6 X 8.24 X 0.95 inches | 0.68 pounds,Romance - Contemporary   Romance - New Adult   Political   
1678,Story Genius: How to Use Brain Science to Go Beyond Outlining and Write a Riveting Novel (Before You Waste Three Years Writing 327 P,14.87,288,Paperback,English,"August 09, 2016",Ten Speed Press,Lisa Cron,5.5 X 8.25 X 0.8 inches | 0.65 pounds,Cognitive Science   Writing - General   Style Manuals   
1679,The Thirty Names of Night,16.74,320,Paperback,English,"July 13, 2021",Atria Books,Zeyn Joukhadar,5.1 X 8.0 X 0.8 inches | 0.6 pounds,Coming of Age   Literary   LGBT - Transgender   
1680,The Electricity of Every Living Thing: A Woman's Walk in the Wild to Find Her Way Home,17.66,304,Paperback,English,"October 26, 2021",Melville House Publishing,Katherine May,5.4 X 8.2 X 1.0 inches | 0.6 pounds,Personal Memoirs   Inspiration & Personal Growth   Motivational & Inspirational   
1681,Torn Apart: How the Child Welfare System Destroys Black Families--And How Abolition Can Build a Safer World,29.76,384,Hardcover,English,"April 05, 2022",Basic Books,Dorothy Roberts,6.2 X 9.3 X 1.5 inches | 1.25 pounds,Public Policy - Social Services & Welfare   Ethnic Studies - African American Studies   Discrimination & Race Relations   Sociology - Marriage & Family   Sociology - Urban   Privacy & Surveillance (see also Political Science - Privacy & Surveillance   
1682,"Consumed: The Need for Collective Change: Colonialism, Climate Change, and Consumerism",16.73,304,Paperback,English,"October 05, 2021",Balance,Aja Barber,5.63 X 8.24 X 0.82 inches | 0.57 pounds,Industries - Fashion & Textile Industry   Environmental Economics   Fashion & Style   Anthropology - Cultural & Social   Consumer Behavior - General   Political Ideologies - Capitalism   
1683,And Don't F&%k It Up: An Oral History of Rupaul's Drag Race (the First Ten Years),27.90,464,Hardcover,English,"June 06, 2023",Grand Central Publishing,Maria Elena Fernandez,6.35 X 9.25 X 1.54 inches | 1.53 pounds,"Entertainment & Performing Arts   Television - Genres - Reality, Game Shows & Talk Shows   LGBT Studies - Gay Studies   LGBT   "
1684,"I Want a Better Catastrophe: Navigating the Climate Crisis with Grief, Hope, and Gallows Humor",27.89,416,Paperback,English,"February 14, 2023",New Society Publishers,Andrew Boyd,6.0 X 8.8 X 1.2 inches | 1.35 pounds,Global Warming & Climate Change   Anxieties & Phobias   Environmental Science (see also Chemistry - Environmental)   Political Process - Political Advocacy   Grief & Loss   
1685,Salad Seasons: Vegetable-Forward Dishes All Year,34.88,208,Hardcover,English,"April 25, 2023",Rizzoli International Publications,Sheela Prakash,7.7 X 9.5 X 0.9 inches | 2.05 pounds,Health & Healing - General   Courses & Dishes - Salads   Specific Ingredients - Vegetables   
1686,On Fire Island,15.81,320,Paperback,English,"May 23, 2023",Berkley Books,Jane L. Rosen,5.3 X 8.0 X 1.0 inches | 0.55 pounds,Women   Family Life - General   Friendship   
1687,The Transit of Venus,16.74,384,Paperback,English,"March 09, 2021",Penguin Group,Shirley Hazzard,5.0 X 7.7 X 0.8 inches | 0.6 pounds,Literary   Historical - General   Family Life - General   Classics   Family Life - Siblings   
1688,"The Sullivanians: Sex, Psychotherapy, and the Wild Life of an American Commune",27.90,432,Hardcover,English,"June 20, 2023","Farrar, Straus and Giroux",Alexander Stille,6.38 X 9.26 X 1.42 inches | 1.39 pounds,United States - 20th Century   History   Cults   Sociology - General   
1689,East: 120 Vegan and Vegetarian Recipes from Bangalore to Beijing [American Measurements],32.55,304,Hardcover,English,"October 20, 2020",Flatiron Books,Meera Sodha,7.6 X 9.8 X 1.0 inches | 2.46 pounds,Regional & Ethnic - Asian   Vegetarian   Regional & Ethnic - Southeast Asian   
1690,"Bake Me a Cat: 50 Purrfect Recipes for Edible Kitty Cakes, Cookies and More!",21.38,144,Hardcover,English,"April 25, 2023",Quadrille Publishing,Kim-Joy,7.1 X 8.9 X 0.9 inches | 1.5 pounds,Methods - Baking   Courses & Dishes - Cakes   Courses & Dishes - Pastry   
1691,"Dead in the Water: A True Story of Hijacking, Murder, and a Global Maritime Conspiracy",25.11,288,Hardcover,English,"May 03, 2022",Portfolio,Matthew Campbell,6.06 X 9.13 X 1.26 inches | 1.0 pounds,Criminals & Outlaws   International - General   Organized Crime   
